text,negative count
61044d3a95d339efc61b07c763a2d3c76b5692,regex_error
489b3520f62c0ad5cc61da8a7ce88b623d785e,regex_error
2bd13c985bdac6dbef35892256c67c0e9f0b6b,regex_error
5b96748d8be2c09446a7e385aa75abd8726b32,regex_error
f50d9ba509e4287b7a0b0c4d7c8b75718c6dc4,regex_error
5ec81f12f5cf05c4f88dbc1c4a02d7e29868f7,regex_error
39553b17ac09b319b891ffdaf6d420a0d5f9aa,regex_error
f816a21eabc1180f2ee2997a41f427a4d20901,regex_error
8e01cdff51232aac62721b9e2422c608868885,regex_error
49827d809c91bfb969a93653e1208bcf37c998,regex_error
dedfb373d454d43ec3591d4ac9cff25c376612,regex_error
a9444c790e7f33b2edc32b67e4db64d670f70b,regex_error
e4c93a13f5e39e033c7a3188102bae4833368b,regex_error
66c898af0c863be4ded035d80f4dfc21cb17eb,regex_error
612a5f1bfbb748a33442be1eedf5355524e5cd,regex_error
ece4a2166615b229e93b317c8a251ba8005ad0,regex_error
4d6fb20241fbefa26f3a7166f6cf56e4a9f526,regex_error
e6c9aee15ed81867f497813d049d0bec3cdd9f,regex_error
0f51945dddce1229f146ec3636aeb14489893b,regex_error
f650b169f63afb3c78993f99c0e079e6e41545,regex_error
f9ee720d5347e612a335b9221a057fece117ba,regex_error
a4cc203298affa76a194c0aa593853ff57c4c0,regex_error
7adce088192e4cf1b8be59a20df946d5d82f88,regex_error
1b061b752ebf2f08d2b91845c18414052fe1c4,regex_error
6f862b84395b8891ee4f3167ca16721b0382be,regex_error
0a698b6d48432a731400f1fece642490787c7e,regex_error
fb4b6d920558817ff2b09c938e4bf763ca9c5f,regex_error
b19cae16dba6a9047bdf6abeed281a6ae3a721,regex_error
8135686c7c2191e872612c2e073878cef56c8d,regex_error
b14ac8960d1465fccd4f79bbf57aeedb98ba91,regex_error
bd7f410c804a19e5d86ab71d4d29825ac500d9,regex_error
a67b15a1ee49c230bb550afb756eb0c7fafc4c,regex_error
e5e233a7791ddf16de0210f77e60c575890a33,regex_error
d82c9a592c005c8c12b666cb0e70efec99d44e,regex_error
f7191fc4189953ed14641f219842d1ffda3690,regex_error
1d3d8f40a6ffa3cdb7368b8d2e52d91f6b738b,regex_error
e0f7f46bf5b910db8c51caf0da908c8adb7960,regex_error
125ab348a3c2f67001908a37177ac80e624d2f,regex_error
c267d2f5ed2b5a85fc2b1deb928320ee4e7d87,regex_error
6c3a1f817a681e3ebfe5f1ebc1f83440c54123,regex_error
dfde807eef7699d4d7009880b558d6546b4892,regex_error
1582ecf60166563ee5b2486e8d90b9495f373f,regex_error
7528469c4a73f269fa016a860c96f2f27ad987,regex_error
361922796d3686283b8c22efea43ab41a37c12,regex_error
7ec9977b3561096136bc363662b92db25c7d25,regex_error
9a2ed49ce5122c013c9ded297f68940ba8be83,regex_error
01a7029793e32df73cca83bcd8cd73c86e8185,regex_error
237023866b5fe47552f3988d6c7e28ce7689b2,regex_error
12d2dabcf457d41280f6cbbc672c4b7b3d2983,regex_error
9908020b8fd0537e6bd7a1cf268416ebb7f186,regex_error
f6f9e85689a8ba3fa89c63e161aa0fb388cdc0,regex_error
e5f2bd7afb9173ce6497997080f65d06e5d4fe,regex_error
b10ab576ae53805a32a6e74a8f108f1653abd6,regex_error
eaf44573fb8bc75a8c0970acdfe3dfdb180cb0,regex_error
339705b9cf13566b9e8a9adafb182685bf9532,regex_error
0a36bde629a5b5e6ea96952ced4abbac2afb1d,regex_error
02129fa05345b477ce8ebe0affa3a899094f74,regex_error
4797bd0c2e19e9b0d69fdb472aedc1b4c52430,regex_error
acd0a1b489914b90a15071c938ac60d3b5258b,regex_error
42c8d8b099b7618202212aa688c428c11f8da7,regex_error
12350c3fb0aede907e5eda7d9d0fcf049982a1,regex_error
ec049182c4bb62ab0143dbb7f536009dfc453c,regex_error
6d45478971da9b26b3d5fa5b31e817db5de50f,regex_error
17de5b0dde64790d5ebc43cccbe2fd00cfbb52,regex_error
5465027a90197fab401458a0f8679b62e59523,regex_error
b116472f0afb4009ee6ce3a3e42fd089b53133,regex_error
b211373cc4d21ea5b15431313feb90f2050ffa,regex_error
44e923d81067cd403f942655282b4c53f9be6a,regex_error
5e9c0f91f10297c8fa6819847e6b6813e46826,regex_error
29aadaccc945aaf8238173fba0d25af2c6b298,regex_error
27c5f24428571852fcf34799d2c1ec2fd74b1d,regex_error
8191463ec90828dcde67354bf8c097542bbbc9,regex_error
pack-709415b400289185f0c14fcef6d25453ea0f8510.idx,regex_error
pack-709415b400289185f0c14fcef6d25453ea0f8510.pack,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
config,regex_error
description,regex_error
FETCH_HEAD,regex_error
HEAD,regex_error
index,regex_error
ORIG_HEAD,regex_error
packed-refs,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
0041LabidIbnRabica.Diwan.JK007538-ara2,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
.gitignore,regex_error
README.md,regex_error
applypatch-msg.sample,regex_error
commit-msg.sample,regex_error
fsmonitor-watchman.sample,regex_error
post-update.sample,regex_error
pre-applypatch.sample,regex_error
pre-commit.sample,regex_error
pre-push.sample,regex_error
pre-rebase.sample,regex_error
pre-receive.sample,regex_error
prepare-commit-msg.sample,regex_error
update.sample,regex_error
exclude,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
HEAD,regex_error
d118fe50735992f4d9f43b475044b32da301f3,regex_error
e57ea678fd0a4f615e86bb4cdd8bbb617643fe,regex_error
bef715284e6dbc16dd304e11e64a8d6593e4e9,regex_error
46f356a48290c8fc85ce86b744498d4849f5ad,regex_error
75e11cf917a2b609576f30f66ed24c0e2a2018,regex_error
81a405eea009be4a49741ea6f05e3896b60a48,regex_error
aabd8d9118b3ebcfa6fdf1c707381b7f869eb1,regex_error
460c6f1b854ec90c90bc2ac674c403c3098c1b,regex_error
b7b96e58e52c0796d037d85154d975caf8bf8d,regex_error
d9ff4399492b39c50068e508d7b84668e68788,regex_error
04596277501fa53cad84258e1ba6fa123c4147,regex_error
46e41a52431f0f1f174e480b6a67e9cd2aef0d,regex_error
1b7c0e907671b4b0787d479120c1bffbde5dea,regex_error
6f4dd1364820082bc5facf32661fb0ec2f7014,regex_error
91b7cc7ca8d933deacd89af78e781372b4ae66,regex_error
2ca2c527a3c3c3e71e58b77be0021c43a57a62,regex_error
aaad6cdb274e1995a47657feb3fa4de2f5266a,regex_error
0079b52581d2176f18e241574bdad9cc9d6f37,regex_error
5c1992658b35e6fd3cb36939bacf73406b98d0,regex_error
ff030a7c21333bb39906187249df799e2f894b,regex_error
94f63a913ca8d0d921238c03d0bb218be11ad1,regex_error
4159a75fbbea82f1ec9543a72b504f7c3aa368,regex_error
63cb0bc503f0f94cfbdeed3ad0ddd6ea97c45f,regex_error
18b02ee60d7f278e374e46adf540710519e42e,regex_error
3a28ec0c1442e373a3f8ca5c15f7d53855a46c,regex_error
2679a21c93a820662abe5ca6b22dbb2f71e8c1,regex_error
f8442edefcbf295af6b34c369a3635debf278d,regex_error
f5254a04cef8805c5938f9af4c9ffcc3a472bd,regex_error
3348df1624708aceebf0b2bf94b319b931e4f5,regex_error
209017556c734141665280b19c61220bbc7c84,regex_error
3ee35773ce27f9ed14f8cc8ce271eab837ac16,regex_error
a3134f73e58141d0d710d946a7c16a19e751b8,regex_error
7c3656165a698ea61bddb471e05a7377a3caab,regex_error
a67b15a1ee49c230bb550afb756eb0c7fafc4c,regex_error
29287e5ab61d4f4f5c0a92053f2eb6a9318ed6,regex_error
f7191fc4189953ed14641f219842d1ffda3690,regex_error
c13e322a4d63979724b4943cb6881105f95b54,regex_error
97beca722569ececc4065d4b1e03c6b55d12d0,regex_error
fabfd5c87d167d99128c7caf383e9085346b4b,regex_error
1582ecf60166563ee5b2486e8d90b9495f373f,regex_error
8166de12df1e6239888b8e96c8d97f760a357e,regex_error
9908020b8fd0537e6bd7a1cf268416ebb7f186,regex_error
412846808eb2cfa9b0ca6b40ba3f386311edcb,regex_error
0569e572cd90796211973593f742e998980eaa,regex_error
f9c9511ae1c0a293d0d48bfbf6c1a714ba7e1b,regex_error
9e1e0e80ca1168ee6dfa4c04ef0ab7a52d2158,regex_error
98657c1ffa7e4b2d254b072718fdc757154a18,regex_error
239f2250f045aa2927c139031b46615ee9869d,regex_error
396c048e03826fbdb46492cdf96da9bee17077,regex_error
3fbc02dd919a78b10158be8ca6abac4e9ca68a,regex_error
c861ff3ff09c662cdbc58edea0d41ad34cb8e6,regex_error
3581aba4fae4ecb11f9ba427b000bd95f7227d,regex_error
2556a33b095bec824628775f031aae8e780336,regex_error
7d5d13d132d5632759eecfca619707ed310c11,regex_error
a3f650fd6b19fe3e6820665eaabbcb5c5aa80e,regex_error
pack-3065ccf9a4abb02d2c20600c69124acfe9231e13.idx,regex_error
pack-3065ccf9a4abb02d2c20600c69124acfe9231e13.pack,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
config,regex_error
description,regex_error
FETCH_HEAD,regex_error
HEAD,regex_error
index,regex_error
ORIG_HEAD,regex_error
packed-refs,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
.gitignore,regex_error
README.md,regex_error
applypatch-msg.sample,regex_error
commit-msg.sample,regex_error
fsmonitor-watchman.sample,regex_error
post-update.sample,regex_error
pre-applypatch.sample,regex_error
pre-commit.sample,regex_error
pre-push.sample,regex_error
pre-rebase.sample,regex_error
pre-receive.sample,regex_error
prepare-commit-msg.sample,regex_error
update.sample,regex_error
exclude,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
HEAD,regex_error
pack-08279487c2e57871b929398832e7653d4b96504b.idx,regex_error
pack-08279487c2e57871b929398832e7653d4b96504b.pack,regex_error
pack-97ff6c8e6a1260da000c21d658bf2d44d642a006.idx,regex_error
pack-97ff6c8e6a1260da000c21d658bf2d44d642a006.pack,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
config,regex_error
description,regex_error
FETCH_HEAD,regex_error
HEAD,regex_error
index,regex_error
ORIG_HEAD,regex_error
packed-refs,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
0094ZaynCabidin.SahifaSajjadiya.Shia001111-ara2.completed,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
.gitignore,regex_error
README.md,regex_error
applypatch-msg.sample,regex_error
commit-msg.sample,regex_error
fsmonitor-watchman.sample,regex_error
post-update.sample,regex_error
pre-applypatch.sample,regex_error
pre-commit.sample,regex_error
pre-push.sample,regex_error
pre-rebase.sample,regex_error
pre-receive.sample,regex_error
prepare-commit-msg.sample,regex_error
update.sample,regex_error
exclude,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
HEAD,regex_error
283891781da484b92047c955e2779c548cab7c,regex_error
8c35f3d311b6309cf8d6b7e71f79d7518cc426,regex_error
dff1d93c4ba958ea1bbcb1e595c8c98e28cad7,regex_error
2e4297add68c7512f1702798285f89369c0001,regex_error
e4358cb99ac1b19c29be523284a79d7241be42,regex_error
e9adb75a65c60e4d751d40a3938dcade7a9197,regex_error
acf4eacaf29e52701bf74f1f8b69c0ae8a092e,regex_error
67b378b3129f24e19858855aa136a2ea443d2a,regex_error
a1a019631b55547f6f08b00b1b582a636593f7,regex_error
6a5115d71676c01c64dfec2372cdeaa2a6a2a7,regex_error
8464d3fb1a8255a5aee381b0fee7ff76c54b45,regex_error
fa1067062179497083447d1ad783f6660a033b,regex_error
5b9e97de1a283099694b89af105c4981af49f4,regex_error
6948cd4df0580d675feec46033d60132d3d00f,regex_error
d2bc4a65be9e2c7b51030fccc6f19436a1bb17,regex_error
f7bd2f456a1d29ba0ce012399cc39100bdeedb,regex_error
d3a62b641a016cbdc82075ae589b614d68527d,regex_error
65169f07152be2b7aaf56d84d96a046278c45e,regex_error
709f6d67e559225dc1d9a8ca49b14ce65fdb80,regex_error
8f6f169bd974d8f06725256e37abb46230811c,regex_error
8d2e47d4c285ebd149b38c5a851864b08adcd2,regex_error
6b1d96394b4e912cb60a299536c397b047357f,regex_error
0cfee6e6511104675d380ec433f529a0c1a383,regex_error
818ea614982f3e6e8afe73cf9b188b6537adbd,regex_error
9c36b34b7226eeafeb32e50c0450eecbedaf43,regex_error
fa55b78ffe256127464a4f4e0223bce7e31e91,regex_error
3418200eeb63d57cad05636ab1af9df52d694f,regex_error
e97092d3c7975df37bf0869b606ebf7476573c,regex_error
8aae5e66ae2fa96feb92d5ff69bd5c3519d5e0,regex_error
752c99517f43f42c296c90672bf975112a852d,regex_error
74c22d20cd420bdb261939ac452366169c570b,regex_error
903cc6007f77a526bb777030bd3b1612c87704,regex_error
47f928928223043eed36cca0fba20ff95172d6,regex_error
55e22e0e0e8ffc75eb3b81bcb249491d505863,regex_error
baceabc8ee9d66416fcf9ea7229e611687ad7f,regex_error
6791b7fdd0cc7d02784ddb3dd770af6cce68b2,regex_error
c2ae2e20abdf83a485de6fb8f315fc7a39790f,regex_error
77ac70370a437d606a338c6199f408878a0aea,regex_error
f9a6cf0400c6b0cf0cf2ec3dadb03193c86491,regex_error
d63c453919eb569dec1194cc35c1f730f2447d,regex_error
5d58c11c8687170104b3da36dce790489a1b66,regex_error
585cac2a40f311c53b18343c08b7b1fd569dd2,regex_error
a3246f1c817de5315b7a96ee8d086a5fdddaaa,regex_error
b3882180b43a978d1fb6dea41ffe2ad5e5dd37,regex_error
35316861ed418db62f2db27f6d9b49ec81188e,regex_error
46ec88dbc210a859ff2ec7ac6a20d6a280dd0d,regex_error
3a9cffc48f7f0d9dc730dde5d01b553e047daf,regex_error
b8d978cbd5f7d73be14bce126bb0479cb6e21a,regex_error
e3f1ce29c53f4398848ece7b0148b61f2843f1,regex_error
5559b90ac7742c25a3dffa09866dbe6bf33c73,regex_error
2c2dbb59e9a610bd5b2ccc9b2ae30dc530d5b7,regex_error
4b66b7ff4ae0d1351fe38be3fb70bc7206ff60,regex_error
b92b194c3fc29ffb45677d5d69db72b2257caa,regex_error
c7c7774798efa99673d0b72fffe98079941f6f,regex_error
9ad910d870a3be98ff6c1dfaf702a0dae85034,regex_error
3a5cde4a2e88fa10de2d92894de65ea941285b,regex_error
ea69e2d4857f5a34fa00d8436ff17fbac8849b,regex_error
e48f9baa4fca226127424e86bd7f1575805378,regex_error
pack-72b8a9db1a1a3a9025d3119e3f96656ae6c2ee86.idx,regex_error
pack-72b8a9db1a1a3a9025d3119e3f96656ae6c2ee86.pack,regex_error
pack-bf901b6cb7b6a3f37e69c28d7295d09ea71aa143.idx,regex_error
pack-bf901b6cb7b6a3f37e69c28d7295d09ea71aa143.pack,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
config,regex_error
description,regex_error
FETCH_HEAD,regex_error
HEAD,regex_error
index,regex_error
ORIG_HEAD,regex_error
packed-refs,regex_error
0104MujahidIbnJabr.Tafsir.Shamela0012810-ara2,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
0124IbnShihabZuhri.TanzilQuran.JK000872-ara2,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
README.md,regex_error
text_questionnaire.md,regex_error
.gitignore,regex_error
README.md,regex_error
applypatch-msg.sample,regex_error
commit-msg.sample,regex_error
fsmonitor-watchman.sample,regex_error
post-update.sample,regex_error
pre-applypatch.sample,regex_error
pre-commit.sample,regex_error
pre-push.sample,regex_error
pre-rebase.sample,regex_error
pre-receive.sample,regex_error
prepare-commit-msg.sample,regex_error
update.sample,regex_error
exclude,regex_error
master,regex_error
HEAD,regex_error
master,regex_error
HEAD,regex_error
b2579023af14ea39d9501424840cc5446c6fe4,regex_error
bab73b028124ae69b8514775542dc920cc0532,regex_error
b677b383611fbfaf81105062414a32ebc0b4f4,regex_error
21a443950b6ca762d3c82e21eb61acda93231d,regex_error
70eff5b847a966d43851a6307fba48eb644ebc,regex_error
dbaac792fceaf0d1aec8934d532760ff42541d,regex_error
8b05961be0981041362094e28d06529a6b6f6b,regex_error
e2a5072a3631dad5d2b371eb133f63000df89a,regex_error
7ea3217080b14b0c102530ac4b2acdfc8e2146,regex_error
9844dd5c44f19bd732f04f7b3195006e801062,regex_error
c34f36c24f75c2701659ba321b95e12034ffa9,regex_error
d170f597aaddc397b89ccbdfba98fc8eb2de8d,regex_error
f031d9ee8450f6481bd07b59f48538327e0b0d,regex_error
726890c6eab02a6f6245c25e28978920cf2d67,regex_error
77f611f152faa38985ad2b452e152a9a25c121,regex_error
a56f006f46d87484899fe9a7463bb8e70c253e,regex_error
5102398222357785d4e5a45d774fc444d36b97,regex_error
849707a85fbe2c86244e225d7b507ed96a6787,regex_error
ea97edd5def2724a16caf6560a2ae14b83fef0,regex_error
829d48530be8603bdc0c658918b8026b2f3844,regex_error
acd8e5d000a3d26c8bd26042d3f1c5fab7b54c,regex_error
4ccb255ad739047de654d3aba6978b94bb1835,regex_error
74336415d003e5cbbee7b5b79e2020b05c3b19,regex_error
c7386d3d493b2fca2efa7cd53b7668d804d851,regex_error
dd0279b6195b8f9179e51dc9186382e03508d4,regex_error
9f06c53bb7a26eb7cc5df6094179dbc580150c,regex_error
e2fbf23b76a8680843a5bd3eceb187346b8047,regex_error
2c40568c4c32129e9d71e95a75d522c9c0b96b,regex_error
761281d84a753eca39e1d36be89dd933ee6bd6,regex_error
37b67bb91d1a2952eb0166aac0ee76d0a96a1b,regex_error
5f67ee1f174dc89152210ae2b63a4e766d88f5,regex_error
